mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
18	16	0	.bII6	d	i		bII6	bII			6				M	1	1	-1, -4, -5		-5	-1
18	16	1/2	V7/VI	d	i		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
18	16	5/8	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
19	17	0	ii%7	d	i		ii%7	ii		%	7				%7	1	1	2, 1, 8, 0		2	2
19	17	1/2	#viio7	d	i		#viio7	#vii		o	7				o7	1	1	5, 2, -1, -4		5	5
20	18	0	i7	d	i		i7	i			7				mm7	1	1	0, -3, 1, -2		0	0
20	18	1/2	#viio6/vii	d	i		#viio6/vii	#vii		o	6		vii		o	1	1	0, -3, 3		3	0
21	19	0	vii7	d	i		vii7	vii			7				mm7	1	1	-2, -5, -1, -4		-2	-2
21	19	1/2	viio6/VI	d	i		viio6/VI	vii		o	6		VI		o	1	1	-2, -5, 1		1	-2
22	20	0	VIM7	d	i		VIM7	VI		M	7				MM7	1	1	-4, 0, -3, 1		-4	-4
22	20	1/2	.It6	d	i		It6	vii	It	o	6	b3	V		M	1	1	-4, 0, 6		6	-4
23	21	0	ii%7(4)	d	i		ii%7(4)	ii		%	7	4			%7	1	1	2, 1, 8, 0		2	2
23	21	1/2	.It6	d	i		It6	vii	It	o	6	b3	V		M	1	1	-4, 0, 6		6	-4
24	22	0	.Ger6	d	i		Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
25	23	0	V\\	d	i		V	V						\\	M	1	1	1, 5, 2		1	1
25	23	1/4	V7(9)	d	i		V7(9)	V			7	9			Mm7	1	1	1, 5, 2, -1	-4	1	1
26	24	1/8	V7	d	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
26	24	1/2	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
27	25	0	ii%65	d	i		ii%65	ii		%	65				%7	1	1	1, 8, 0, 2		2	1
27	25	1/4	ii%43	d	i		ii%43	ii		%	43				%7	1	1	8, 0, 2, 1		2	8
27	25	1/2	#viio6	d	i		#viio6	#vii		o	6				o	1	1	2, -1, 5		5	2
28	26	0	i	d	i		i	i							m	1	1	0, -3, 1		0	0
28	26	1/4	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
29	27	0	V[v7(4)	d	i	V	v7(4)	v			7	4			mm7	1	1	1, 0, 2, -1		1	1
29	27	1/4	v7	d	i	V	v7	v			7				mm7	1	1	1, -2, 2, -1		1	1
29	27	1/2	VI6	d	i	V	VI6	VI			6				M	1	1	0, -3, -4		-4	0
30	28	0	V(94)	d	i	V	V(94)	V				94			M	1	1	1, 0, 2	-4	1	1
30	28	1/4	V]\\	d	i	V	V	V						\\	M	1	1	1, 5, 2		1	1
30	28	1/2	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
31	29	0	ii%65	d	i		ii%65	ii		%	65				%7	1	1	1, 8, 0, 2		2	1
31	29	1/4	ii%43	d	i		ii%43	ii		%	43				%7	1	1	8, 0, 2, 1		2	8
31	29	1/2	#viio6	d	i		#viio6	#vii		o	6				o	1	1	2, -1, 5		5	2
32	30	0	i	d	i		i	i							m	1	1	0, -3, 1		0	0
32	30	1/4	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
33	31	0	i6(11b9)	d	i		i6(11b9)	i			6	11b9			m	1	1	-3, 1, 0	-1, -5	0	-3
33	31	1/4	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
33	31	1/2	V7	d	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
34	32	0	vii%2	d	i		vii%2	vii		%	2				%7	1	1	-4, -2, -3, 4		-2	-4
35	33	0	.bii43	d	i		bii43	bii			43				mm7	1	1	-4, -7, -5, -8		-5	-4
37	35	0	.bIV6	d	i		bIV6	bIV			6				M	1	1	-4, -7, -8		-8	-4
37	35	1/4	.bvi6	d	i		bvi6	bvi			6				m	1	1	-14, -10, -11		-11	-14
37	35	1/2	iio65	d	i		iio65	ii		o	65				o7	1	1	-1, -4, -7, 2		2	-1
38	36	0	.bV6	d	i		bV6	bV			6				M	1	1	-2, -5, -6		-6	-2
38	36	1/4	vii6	d	i		vii6	vii			6				m	1	1	-5, -1, -2		-2	-5
38	36	1/2	#iiio65	d	i		#iiio65	#iii		o	65				o7	1	1	1, -2, -5, 4		4	1
39	37	0	VI6	d	i		VI6	VI			6				M	1	1	0, -3, -4		-4	0
39	37	1/4	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
39	37	1/2	#ivo7(4)	d	i		#ivo7(4)	#iv		o	7	4			o7	1	1	6, -2, 0, -3		6	6
40	38	0	#ivo65	d	i		#ivo65	#iv		o	65				o7	1	1	3, 0, -3, 6		6	3
40	38	1/4	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
40	38	1/2	ii%7	d	i		ii%7	ii		%	7				%7	1	1	2, 1, 8, 0		2	2
41	39	0	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
41	39	1/4	i64	d	i		i64	i			64				m	1	1	1, 0, -3		0	1
41	39	1/2	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
42	40	0	V64(9)	d	i		V64(9)	V			64	9			M	1	1	2, 1, 5	-4	1	2
42	40	1/4	V7(9)	d	i		V7(9)	V			7	9			Mm7	1	1	1, 5, 2, -1	-4	1	1
42	40	1/2	#viio65	d	i		#viio65	#vii		o	65				o7	1	1	2, -1, -4, 5		5	2
43	41	0	iv64	d	i		iv64	iv			64				m	1	1	0, -1, -4		-1	0
43	41	1/4	VIM2	d	i		VIM2	VI		M	2				MM7	1	1	1, -4, 0, -3		-4	1
43	41	1/2	VI6	d	i		VI6	VI			6				M	1	1	0, -3, -4		-4	0
44	42	0	#viio7(4)	d	i		#viio7(4)	#vii		o	7	4			o7	1	1	5, -3, -1, -4		5	5
44	42	1/4	iio	d	i		iio	ii		o					o	1	1	2, -1, -4		2	2
44	42	1/2	iv7	d	i		iv7	iv			7				mm7	1	1	-1, -4, 0, -3		-1	-1
44	42	5/8	viio7(b3)/V	d	i		viio7(b3)/V	vii		o	7	b3	V		o7	1	1	6, -4, 0, -3		6	6
45	43	0	V(4)	d	i		V(4)	V				4			M	1	1	1, 0, 2		1	1
45	43	1/4	V\\	d	i		V	V						\\	M	1	1	1, 5, 2		1	1
45	43	1/2	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
46	44	0	v%43	d	i		v%43	v		%	43				%7	1	1	7, -1, 1, 0		1	7
46	44	1/4	v%7	d	i		v%7	v		%	7				%7	1	1	1, 0, 7, -1		1	1
46	44	1/2	v%43	d	i		v%43	v		%	43				%7	1	1	7, -1, 1, 0		1	7
47	45	0	V7/iv	d	i		V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
47	45	1/4	V43/iv	d	i		V43/iv	V			43		iv		Mm7	1	1	1, -2, 0, 4		0	1
48	45	1/2	.bII6	d	i		bII6	bII			6				M	1	1	-1, -4, -5		-5	-1
49	46	0	.Fr6	d	i		Fr6	V	Fr		7	b5	V		M	1	1	2, 6, -4, 0		2	2
49	46	1/4	V(4)	d	i		V(4)	V				4			M	1	1	1, 0, 2		1	1
49	46	1/2	V7	d	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
50	47	0	i\\	d	i		i	i						\\	m	1	1	0, -3, 1		0	0
51	47	1/2	I.I[I	d	I	I	I	I							M	1	0	0, 4, 1		0	0
52	48	0	IVM43(2)	d	I	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
52	48	1/4	V	d	I	I	V	V							M	1	0	1, 5, 2		1	1
52	48	1/2	V7(9)	d	I	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
53	49	0	I]	d	I	I	I	I							M	1	0	0, 4, 1		0	0
53	49	1/2	#i%7	d	I		#i%7	#i		%	7				%7	1	0	7, 6, 13, 5		7	7
54	50	0	vii%65	d	I		vii%65	vii		%	65				%7	1	0	4, 11, 3, 5		5	4
54	50	1/4	V(9)	d	I		V(9)	V				9			M	1	0	1, 5, 2	3	1	1
54	50	1/2	#iio7	d	I		#iio7	#ii		o	7				o7	1	0	9, 6, 3, 0		9	9
55	51	0	I6	d	I		I6	I			6				M	1	0	4, 1, 0		0	4
55	51	1/4	I64	d	I		I64	I			64				M	1	0	1, 0, 4		0	1
55	51	1/2	I[I	d	I	I	I	I							M	1	0	0, 4, 1		0	0
56	52	0	IVM43(2)	d	I	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
56	52	1/4	V	d	I	I	V	V							M	1	0	1, 5, 2		1	1
56	52	1/2	V7(9)	d	I	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
57	53	0	I]	d	I	I	I	I							M	1	0	0, 4, 1		0	0
57	53	1/2	#i%7	d	I		#i%7	#i		%	7				%7	1	0	7, 6, 13, 5		7	7
58	54	0	V7(9)/V	d	I		V7(9)/V	V			7	9	V		Mm7	1	0	2, 6, 3, 0	4	2	2
59	55	0	V(64)	d	I		V(64)	V				64			M	1	0	1, 0, 4		1	1
59	55	1/4	V	d	I		V	V							M	1	0	1, 5, 2		1	1
59	55	1/2	I[I	d	I	I	I	I							M	1	0	0, 4, 1		0	0
60	56	0	IVM43(2)	d	I	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
60	56	1/4	V	d	I	I	V	V							M	1	0	1, 5, 2		1	1
60	56	1/2	V7(9)	d	I	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
61	57	0	I]	d	I	I	I	I							M	1	0	0, 4, 1		0	0
61	57	1/2	#i%7	d	I		#i%7	#i		%	7				%7	1	0	7, 6, 13, 5		7	7
62	58	0	vii%65	d	I		vii%65	vii		%	65				%7	1	0	4, 11, 3, 5		5	4
62	58	1/4	V(9)	d	I		V(9)	V				9			M	1	0	1, 5, 2	3	1	1
62	58	1/2	#iio7	d	I		#iio7	#ii		o	7				o7	1	0	9, 6, 3, 0		9	9
63	59	0	I6	d	I		I6	I			6				M	1	0	4, 1, 0		0	4
63	59	1/4	I64	d	I		I64	I			64				M	1	0	1, 0, 4		0	1
63	59	1/2	I[I	d	I	I	I	I							M	1	0	0, 4, 1		0	0
64	60	0	IVM43(2)	d	I	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
64	60	1/4	V	d	I	I	V	V							M	1	0	1, 5, 2		1	1
64	60	1/2	V7(9)	d	I	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
65	61	0	I]	d	I	I	I	I							M	1	0	0, 4, 1		0	0
65	61	1/2	#i%7	d	I		#i%7	#i		%	7				%7	1	0	7, 6, 13, 5		7	7
66	62	0	V7(9)/V	d	I		V7(9)/V	V			7	9	V		Mm7	1	0	2, 6, 3, 0	4	2	2
67	63	0	V(64)	d	I		V(64)	V				64			M	1	0	1, 0, 4		1	1
67	63	1/4	V	d	I		V	V							M	1	0	1, 5, 2		1	1
67	63	1/2	V7(9)	d	I		V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
68	64	0	IV6	d	I		IV6	IV			6				M	1	0	3, 0, -1		-1	3
68	64	1/4	vii%7	d	I		vii%7	vii		%	7				%7	1	0	5, 4, 11, 3		5	5
68	64	1/2	IV64	d	I		IV64	IV			64				M	1	0	0, -1, 3		-1	0
69	65	0	V7/bV	d	I		V7/bV	V			7		bV		Mm7	1	0	-5, -1, -4, -7		-5	-5
69	65	1/2	V7(9)/bI	d	I		V7(9)/bI	V			7	9	bI		Mm7	1	0	-6, -2, -5, -8	-4	-6	-6
70	66	0	.bIV6	d	I		bIV6	bIV			6				M	1	0	-4, -7, -8		-8	-4
70	66	1/4	.bvii%7	d	I		bvii%7	bvii		%	7				%7	1	0	-2, -3, 4, -4		-2	-2
70	66	1/2	.bIV64	d	I		bIV64	bIV			64				M	1	0	-7, -8, -4		-8	-7
71	67	0	V7/IV	d	I		V7/IV	V			7		IV		Mm7	1	0	0, 4, 1, -2		0	0
71	67	1/2	V7(9)/bVII	d	I		V7(9)/bVII	V			7	9	bVII		Mm7	1	0	-1, 3, 0, -3	1	-1	-1
72	68	0	.bIII6	d	I		bIII6	bIII			6				M	1	0	1, -2, -3		-3	1
72	68	1/4	V7(9)/bII	d	I		V7(9)/bII	V			7	9	bII		Mm7	1	0	-4, 0, -3, -6	-2	-4	-4
72	68	1/2	.bV6	d	I		bV6	bV			6				M	1	0	-2, -5, -6		-6	-2
73	69	0	V7(9)/IV	d	I		V7(9)/IV	V			7	9	IV		Mm7	1	0	0, 4, 1, -2	2	0	0
73	69	1/4	.bVII6	d	I		bVII6	bVII			6				M	1	0	2, -1, -2		-2	2
73	69	1/2	V7(9)/bVI	d	I		V7(9)/bVI	V			7	9	bVI		Mm7	1	0	-3, 1, -2, -5	-1	-3	-3
74	70	0	.bII6	d	I		bII6	bII			6				M	1	0	-1, -4, -5		-5	-1
74	70	1/4	V7(9)/bI	d	I		V7(9)/bI	V			7	9	bI		Mm7	1	0	-6, -2, -5, -8	-4	-6	-6
74	70	1/2	vo43	d	I		vo43	v		o	43				o7	1	0	-5, -8, 1, -2		1	-5
75	71	1/2	.bI.I[I	d	bI	I	I	I							M	1	0	0, 4, 1		0	0
76	72	0	IVM43(2)	d	bI	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
76	72	1/4	V	d	bI	I	V	V							M	1	0	1, 5, 2		1	1
76	72	1/2	V7(9)	d	bI	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
77	73	0	I]	d	bI	I	I	I							M	1	0	0, 4, 1		0	0
77	73	1/2	I.I[I	d	I	I	I	I							M	1	0	0, 4, 1		0	0
78	74	0	IVM43(2)	d	I	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
78	74	1/4	V	d	I	I	V	V							M	1	0	1, 5, 2		1	1
78	74	1/2	V7(9)	d	I	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
79	75	0	I]	d	I	I	I	I							M	1	0	0, 4, 1		0	0
79	75	1/2	#i%7	d	I		#i%7	#i		%	7				%7	1	0	7, 6, 13, 5		7	7
80	76	0	vii%65	d	I		vii%65	vii		%	65				%7	1	0	4, 11, 3, 5		5	4
80	76	1/4	V(9)	d	I		V(9)	V				9			M	1	0	1, 5, 2	3	1	1
80	76	1/2	#iio7	d	I		#iio7	#ii		o	7				o7	1	0	9, 6, 3, 0		9	9
81	77	0	I6	d	I		I6	I			6				M	1	0	4, 1, 0		0	4
81	77	1/4	I64	d	I		I64	I			64				M	1	0	1, 0, 4		0	1
81	77	1/2	V2/IV	d	I		V2/IV	V			2		IV		Mm7	1	0	-2, 0, 4, 1		0	-2
82	78	0	V43(9)/V	d	I		V43(9)/V	V			43	9	V		Mm7	1	0	3, 0, 2, 6	4	2	3
82	78	1/4	V43/V	d	I		V43/V	V			43		V		Mm7	1	0	3, 0, 2, 6		2	3
82	78	1/2	ii%43	d	I		ii%43	ii		%	43				%7	1	0	8, 0, 2, 1		2	8
83	79	0	I64(9)	d	I		I64(9)	I			64	9			M	1	0	1, 0, 4	2	0	1
83	79	1/4	I64	d	I		I64	I			64				M	1	0	1, 0, 4		0	1
83	79	1/2	vii%7/V	d	I		vii%7/V	vii		%	7		V		%7	1	0	6, 5, 12, 4		6	6
84	80	0	V7(9)	d	I		V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
84	80	1/2	viio	d	I		viio	vii		o					o	1	0	5, 2, -1		5	5
85	81	0	I(64)	d	I		I(64)	I				64			M	1	0	0, -1, 3		0	0
85	81	1/4	I	d	I		I	I							M	1	0	0, 4, 1		0	0
85	81	1/2	V7(9)	d	I		V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
86	82	0	IV6	d	I		IV6	IV			6				M	1	0	3, 0, -1		-1	3
86	82	1/4	vii%7	d	I		vii%7	vii		%	7				%7	1	0	5, 4, 11, 3		5	5
86	82	1/2	IV64	d	I		IV64	IV			64				M	1	0	0, -1, 3		-1	0
87	83	0	V7/bV	d	I		V7/bV	V			7		bV		Mm7	1	0	-5, -1, -4, -7		-5	-5
87	83	1/2	V7(9)/bI	d	I		V7(9)/bI	V			7	9	bI		Mm7	1	0	-6, -2, -5, -8	-4	-6	-6
88	84	0	.bIV6	d	I		bIV6	bIV			6				M	1	0	-4, -7, -8		-8	-4
88	84	1/4	.bvii%7	d	I		bvii%7	bvii		%	7				%7	1	0	-2, -3, 4, -4		-2	-2
88	84	1/2	.bIV64	d	I		bIV64	bIV			64				M	1	0	-7, -8, -4		-8	-7
89	85	0	V7/IV	d	I		V7/IV	V			7		IV		Mm7	1	0	0, 4, 1, -2		0	0
89	85	1/2	V7(9)/bVII	d	I		V7(9)/bVII	V			7	9	bVII		Mm7	1	0	-1, 3, 0, -3	1	-1	-1
90	86	0	.bIII6	d	I		bIII6	bIII			6				M	1	0	1, -2, -3		-3	1
90	86	1/4	V7(9)/bII	d	I		V7(9)/bII	V			7	9	bII		Mm7	1	0	-4, 0, -3, -6	-2	-4	-4
90	86	1/2	.bV6	d	I		bV6	bV			6				M	1	0	-2, -5, -6		-6	-2
91	87	0	V7(9)/IV	d	I		V7(9)/IV	V			7	9	IV		Mm7	1	0	0, 4, 1, -2	2	0	0
91	87	1/4	.bVII6	d	I		bVII6	bVII			6				M	1	0	2, -1, -2		-2	2
91	87	1/2	V7(9)/bVI	d	I		V7(9)/bVI	V			7	9	bVI		Mm7	1	0	-3, 1, -2, -5	-1	-3	-3
92	88	0	.bII6	d	I		bII6	bII			6				M	1	0	-1, -4, -5		-5	-1
92	88	1/4	V7(9)/bI	d	I		V7(9)/bI	V			7	9	bI		Mm7	1	0	-6, -2, -5, -8	-4	-6	-6
92	88	1/2	vo43	d	I		vo43	v		o	43				o7	1	0	-5, -8, 1, -2		1	-5
93	89	1/2	.bI.I[I	d	bI	I	I	I							M	1	0	0, 4, 1		0	0
94	90	0	IVM43(2)	d	bI	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
94	90	1/4	V	d	bI	I	V	V							M	1	0	1, 5, 2		1	1
94	90	1/2	V7(9)	d	bI	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
95	91	0	I]	d	bI	I	I	I							M	1	0	0, 4, 1		0	0
95	91	1/2	I.I[I	d	I	I	I	I							M	1	0	0, 4, 1		0	0
96	92	0	IVM43(2)	d	I	I	IVM43(2)	IV		M	43	2			MM7	1	0	0, 4, 1, 3		-1	0
96	92	1/4	V	d	I	I	V	V							M	1	0	1, 5, 2		1	1
96	92	1/2	V7(9)	d	I	I	V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
97	93	0	I]	d	I	I	I	I							M	1	0	0, 4, 1		0	0
97	93	1/2	#i%7	d	I		#i%7	#i		%	7				%7	1	0	7, 6, 13, 5		7	7
98	94	0	vii%65	d	I		vii%65	vii		%	65				%7	1	0	4, 11, 3, 5		5	4
98	94	1/4	V(9)	d	I		V(9)	V				9			M	1	0	1, 5, 2	3	1	1
98	94	1/2	#iio7	d	I		#iio7	#ii		o	7				o7	1	0	9, 6, 3, 0		9	9
99	95	0	I6	d	I		I6	I			6				M	1	0	4, 1, 0		0	4
99	95	1/4	I64	d	I		I64	I			64				M	1	0	1, 0, 4		0	1
99	95	1/2	V2/IV	d	I		V2/IV	V			2		IV		Mm7	1	0	-2, 0, 4, 1		0	-2
100	96	0	V43(9)/V	d	I		V43(9)/V	V			43	9	V		Mm7	1	0	3, 0, 2, 6	4	2	3
100	96	1/4	V43/V	d	I		V43/V	V			43		V		Mm7	1	0	3, 0, 2, 6		2	3
100	96	1/2	ii%43	d	I		ii%43	ii		%	43				%7	1	0	8, 0, 2, 1		2	8
101	97	0	I64(9)	d	I		I64(9)	I			64	9			M	1	0	1, 0, 4	2	0	1
101	97	1/4	I64	d	I		I64	I			64				M	1	0	1, 0, 4		0	1
101	97	1/2	vii%7/V	d	I		vii%7/V	vii		%	7		V		%7	1	0	6, 5, 12, 4		6	6
102	98	0	V7(9)	d	I		V7(9)	V			7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
102	98	1/2	viio	d	I		viio	vii		o					o	1	0	5, 2, -1		5	5
103	99	0	I(64)	d	I		I(64)	I				64			M	1	0	0, -1, 3		0	0
103	99	1/4	I	d	I		I	I							M	1	0	0, 4, 1		0	0
104	99	1/2	i.i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
105	100	0	ii%43	d	i		ii%43	ii		%	43				%7	1	1	8, 0, 2, 1		2	8
105	100	1/4	ii%65	d	i		ii%65	ii		%	65				%7	1	1	1, 8, 0, 2		2	1
105	100	1/2	#viio6	d	i		#viio6	#vii		o	6				o	1	1	2, -1, 5		5	2
106	101	0	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
106	101	1/4	i	d	i		i	i							m	1	1	0, -3, 1		0	0
107	102	0	V[v7(4)	d	i	V	v7(4)	v			7	4			mm7	1	1	1, 0, 2, -1		1	1
107	102	1/4	v7	d	i	V	v7	v			7				mm7	1	1	1, -2, 2, -1		1	1
107	102	1/2	VI6	d	i	V	VI6	VI			6				M	1	1	0, -3, -4		-4	0
108	103	0	V(94)	d	i	V	V(94)	V				94			M	1	1	1, 0, 2	-4	1	1
108	103	1/4	V]	d	i	V	V	V							M	1	1	1, 5, 2		1	1
108	103	1/2	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
109	104	0	ii%43	d	i		ii%43	ii		%	43				%7	1	1	8, 0, 2, 1		2	8
109	104	1/4	ii%65	d	i		ii%65	ii		%	65				%7	1	1	1, 8, 0, 2		2	1
109	104	1/2	#viio6	d	i		#viio6	#vii		o	6				o	1	1	2, -1, 5		5	2
110	105	0	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
110	105	1/4	i	d	i		i	i							m	1	1	0, -3, 1		0	0
111	106	0	i6(11b9)	d	i		i6(11b9)	i			6	11b9			m	1	1	-3, 1, 0	-1, -5	0	-3
111	106	1/4	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
111	106	1/2	V7	d	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
112	107	0	i\\	d	i		i	i						\\	m	1	1	0, -3, 1		0	0
114	108	0	V[v	d	i	V	v	v							m	1	1	1, -2, 2		1	1
114	108	1/2	v7	d	i	V	v7	v			7				mm7	1	1	1, -2, 2, -1		1	1
115	109	0	IV6	d	i	V	IV6	IV			6				M	1	1	3, 0, -1		-1	3
115	109	1/4	IV6(+6)	d	i	V	IV6(+6)	IV			6	+6			M	1	1	3, 0, -1	2	-1	3
115	109	1/2	i	d	i	V	i	i							m	1	1	0, -3, 1		0	0
116	110	0	V	d	i	V	V	V							M	1	1	1, 5, 2		1	1
116	110	1/2	V7	d	i	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
117	111	0	IV6	d	i	V	IV6	IV			6				M	1	1	3, 0, -1		-1	3
117	111	1/4	V]	d	i	V	V	V							M	1	1	1, 5, 2		1	1
117	111	1/2	.bi64	d	i		bi64	bi			64				m	1	1	-6, -7, -10		-7	-6
118	112	0	iv7	d	i		iv7	iv			7				mm7	1	1	-1, -4, 0, -3		-1	-1
119	113	0	V7(4)/III	d	i		V7(4)/III	V			7	4	III		Mm7	1	1	-2, -3, -1, -4		-2	-2
120	114	0	iv7	d	i		iv7	iv			7				mm7	1	1	-1, -4, 0, -3		-1	-1
120	114	1/2	iio6	d	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
121	115	0	.bII6	d	i		bII6	bII			6				M	1	1	-1, -4, -5		-5	-1
121	115	1/2	V7/VI	d	i		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
121	115	5/8	i6	d	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
122	116	0	ii%7	d	i		ii%7	ii		%	7				%7	1	1	2, 1, 8, 0		2	2
