mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	15	1/4	1/4	3/4	2	1		iv65	f#	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
16	15	1/2	1/2	3/4	2	1		V7(b5)/V	f#	i		V7(b5)/V	V		7	b5	V			Mm7	1	1	2, 6, -4, 0		2	2
17	16	0	0	3/4	2	1		V(64)}	f#	i		V(64)	V			64			}	M	1	1	1, 0, -3		1	1
17	16	1/4	1/4	3/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
17	16	1/2	1/2	3/4	2	1		{	f#	i									{		1	1				
18	17	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
18	17	1/4	1/4	3/4	2	1		#viio7	f#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
18	17	1/2	1/2	3/4	2	1		#viio7(4)	f#	i		#viio7(4)	#vii	o	7	4				o7	1	1	5, -3, -1, -4		5	5
19	18	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
19	18	1/4	1/4	3/4	2	1		#viio65	f#	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
19	18	1/2	1/2	3/4	2	1		iv64	f#	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
19	18	5/8	5/8	3/4	2	1		#viio7	f#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
20	19	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
20	19	1/4	1/4	3/4	2	1		ii%7(4)	f#	i		ii%7(4)	ii	%	7	4				%7	1	1	2, 1, -4, 0		2	2
20	19	1/2	1/2	3/4	2	1		ii%7	f#	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
21	20	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
22	21	1/4	1/4	3/4	2	1		#viio7	f#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
23	22	0	0	3/4	2	1		iv64	f#	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
23	22	1/4	1/4	3/4	2	1		#viio65	f#	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
23	22	1/2	1/2	3/4	2	1		iv64	f#	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
24	23	0	0	3/4	2	1		bII	f#	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
24	23	1/4	1/4	3/4	2	1		iv	f#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
24	23	1/2	1/2	3/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
25	24	0	0	3/4	2	1		i(9#74)}	f#	i		i(9#74)	i			9#74			}	m	1	1	0, -1, 1	2, 5	0	0
25	24	1/4	1/4	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
26	25	0	0	3/4	2	1		i6{	f#	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
26	25	1/4	1/4	3/4	2	1		V43(4)	f#	i		V43(4)	V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
26	25	1/2	1/2	3/4	2	1		i6	f#	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
27	26	0	0	3/4	2	1		VI6	f#	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
27	26	1/4	1/4	3/4	2	1		V43(4)/VI	f#	i		V43(4)/VI	V		43	4	VI			Mm7	1	1	-2, -5, -3, -4		-3	-2
27	26	1/2	1/2	3/4	2	1		VI6	f#	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
28	27	0	0	3/4	2	1		III6	f#	i		III6	III		6					M	1	1	1, -2, -3		-3	1
28	27	1/4	1/4	3/4	2	1		V43(4)/III	f#	i		V43(4)/III	V		43	4	III			Mm7	1	1	-1, -4, -2, -3		-2	-1
28	27	1/2	1/2	3/4	2	1		IIIM65	f#	i		IIIM65	III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
29	28	0	0	3/4	2	1		V7(9)/III	f#	i		V7(9)/III	V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
29	28	1/4	1/4	3/4	2	1		III	f#	i		III	III							M	1	1	-3, 1, -2		-3	-3
30	29	0	0	3/4	2	1		VI6	f#	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
30	29	1/4	1/4	3/4	2	1		VIM65	f#	i		VIM65	VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
30	29	1/2	1/2	3/4	2	1		ii%2	f#	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
31	30	0	0	3/4	2	1		vo6	f#	i		vo6	v	o	6					o	1	1	-2, -5, 1		1	-2
31	30	1/4	1/4	3/4	2	1		v%65	f#	i		v%65	v	%	65					%7	1	1	-2, -5, -1, 1		1	-2
31	30	1/2	1/2	3/4	2	1		V2/iv	f#	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
32	31	0	0	3/4	2	1		iv6	f#	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
32	31	1/4	1/4	3/4	2	1		iv65	f#	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
32	31	1/2	1/2	3/4	2	1		V7(b5)/V	f#	i		V7(b5)/V	V		7	b5	V			Mm7	1	1	2, 6, -4, 0		2	2
33	32	0	0	3/4	2	1		V(64)}	f#	i		V(64)	V			64			}	M	1	1	1, 0, -3		1	1
33	32	1/4	1/4	3/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
33	32	1/2	1/2	3/4	2	1		{	f#	i									{		1	1				
34	33	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
34	33	1/4	1/4	3/4	2	1		#viio7	f#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
34	33	1/2	1/2	3/4	2	1		#viio7(4)	f#	i		#viio7(4)	#vii	o	7	4				o7	1	1	5, -3, -1, -4		5	5
35	34	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
35	34	1/4	1/4	3/4	2	1		#viio65	f#	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
35	34	1/2	1/2	3/4	2	1		iv64	f#	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
35	34	5/8	5/8	3/4	2	1		#viio7	f#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
36	35	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
36	35	1/4	1/4	3/4	2	1		ii%7(4)	f#	i		ii%7(4)	ii	%	7	4				%7	1	1	2, 1, -4, 0		2	2
36	35	3/8	3/8	3/4	2	1		ii%7	f#	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
37	36	0	0	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
38	37	1/4	1/4	3/4	2	1		#viio7	f#	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
39	38	0	0	3/4	2	1		iv64	f#	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
39	38	1/4	1/4	3/4	2	1		#viio65	f#	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
39	38	1/2	1/2	3/4	2	1		iv64	f#	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
40	39	0	0	3/4	2	1		bII	f#	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
40	39	1/4	1/4	3/4	2	1		iv	f#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
40	39	1/2	1/2	3/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
41	40	0	0	3/4	2	1		i(9#74)}	f#	i		i(9#74)	i			9#74			}	m	1	1	0, -1, 1	2, 5	0	0
41	40	1/4	1/4	3/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
