mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
72	72	0	V7/III	E	i		V7/III	V		7		III		Mm7	0	1	-2, 2, -1, -4		-2	-2
72	72	1/4	#viio7	E	i		#viio7	#vii	o	7				o7	0	1	5, 2, -1, -4		5	5
73	73	0	i	E	i		i	i						m	0	1	0, -3, 1		0	0
74	74	0	i6	E	i		i6	i		6				m	0	1	-3, 1, 0		0	-3
75	75	0	V(4)	E	i		V(4)	V			4			M	0	1	1, 0, 2		1	1
76	76	0	V7	E	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
77	77	0	iv	E	i		iv	iv						m	0	1	-1, -4, 0		-1	-1
77	77	1/4	i6	E	i		i6	i		6				m	0	1	-3, 1, 0		0	-3
78	78	0	ii%7(4)	E	i		ii%7(4)	ii	%	7	4			%7	0	1	2, 1, 8, 0		2	2
78	78	1/8	ii%7	E	i		ii%7	ii	%	7				%7	0	1	2, 1, 8, 0		2	2
78	78	1/4	VIM43	E	i		VIM43	VI	M	43				MM7	0	1	-3, 1, -4, 0		-4	-3
78	78	3/8	iv7	E	i		iv7	iv		7				mm7	0	1	-1, -4, 0, -3		-1	-1
79	79	0	V7	E	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
79	79	1/4	i}	E	i		i	i					}	m	0	1	0, -3, 1		0	0
81	81	0	III{	E	i		III	III					{	M	0	1	-3, 1, -2		-3	-3
82	82	0	III6	E	i		III6	III		6				M	0	1	1, -2, -3		-3	1
83	83	0	V(4)/III	E	i		V(4)/III	V			4	III		M	0	1	-2, -3, -1		-2	-2
84	84	0	V7/III	E	i		V7/III	V		7		III		Mm7	0	1	-2, 2, -1, -4		-2	-2
84	84	1/4	#viio7	E	i		#viio7	#vii	o	7				o7	0	1	5, 2, -1, -4		5	5
85	85	0	i	E	i		i	i						m	0	1	0, -3, 1		0	0
86	86	0	i6	E	i		i6	i		6				m	0	1	-3, 1, 0		0	-3
87	87	0	V(4)	E	i		V(4)	V			4			M	0	1	1, 0, 2		1	1
88	88	0	V7	E	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
89	89	0	iv	E	i		iv	iv						m	0	1	-1, -4, 0		-1	-1
89	89	1/4	i6	E	i		i6	i		6				m	0	1	-3, 1, 0		0	-3
90	90	0	ii%7(4)	E	i		ii%7(4)	ii	%	7	4			%7	0	1	2, 1, 8, 0		2	2
90	90	1/4	VIM43	E	i		VIM43	VI	M	43				MM7	0	1	-3, 1, -4, 0		-4	-3
90	90	3/8	iv7	E	i		iv7	iv		7				mm7	0	1	-1, -4, 0, -3		-1	-1
91	91	0	V7	E	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
91	91	1/4	i}	E	i		i	i					}	m	0	1	0, -3, 1		0	0
93	93	0	i%43{	E	i		i%43	i	%	43			{	%7	0	1	6, -2, 0, -1		0	6
93	93	1/4	V7/VII	E	i		V7/VII	V		7		VII		Mm7	0	1	-1, 3, 0, -3		-1	-1
94	94	0	ii%7(4)	E	i		ii%7(4)	ii	%	7	4			%7	0	1	2, 1, 8, 0		2	2
94	94	1/8	ii%7	E	i		ii%7	ii	%	7				%7	0	1	2, 1, 8, 0		2	2
94	94	1/4	VIM43	E	i		VIM43	VI	M	43				MM7	0	1	-3, 1, -4, 0		-4	-3
94	94	3/8	iv7	E	i		iv7	iv		7				mm7	0	1	-1, -4, 0, -3		-1	-1
95	95	0	V7}	E	i		V7	V		7			}	Mm7	0	1	1, 5, 2, -1		1	1
96	96	0	V7(#9)	E	i		V7(#9)	V		7	#9			Mm7	0	1	1, 5, 2, -1	3	1	1
97	97	0	I.I[I{	E	I	I	I	I					{	M	0	0	0, 4, 1		0	0
100	100	0	ii64(+4)	E	I	I	ii64(+4)	ii		64	+4			m	0	0	3, 2, -1	1	2	3
101	101	0	V7(96)	E	I	I	V7(96)	V		7	96			Mm7	0	0	1, 5, 4, -1	3	1	1
102	102	0	I	E	I	I	I	I						M	0	0	0, 4, 1		0	0
104	104	0	ii64(+4)	E	I	I	ii64(+4)	ii		64	+4			m	0	0	3, 2, -1	1	2	3
105	105	0	V7(96)	E	I	I	V7(96)	V		7	96			Mm7	0	0	1, 5, 4, -1	3	1	1
106	106	0	I]}	E	I	I	I	I					}	M	0	0	0, 4, 1		0	0
107	107	0	V64{	E	I		V64	V		64			{	M	0	0	2, 1, 5		1	2
109	109	0	V	E	I		V	V						M	0	0	1, 5, 2		1	1
109	109	1/4	V(#119)	E	I		V(#119)	V			#119			M	0	0	1, 5, 2	7, 3	1	1
110	110	0	V	E	I		V	V						M	0	0	1, 5, 2		1	1
111	111	0	.bVII64	E	I		bVII64	bVII		64				M	0	0	-1, -2, 2		-2	-1
113	113	0	.bVII	E	I		bVII	bVII						M	0	0	-2, 2, -1		-2	-2
113	113	1/4	.bVII(#119)	E	I		bVII(#119)	bVII			#119			M	0	0	-2, 2, -1	11, 0	-2	-2
114	114	0	.bVII	E	I		bVII	bVII						M	0	0	-2, 2, -1		-2	-2
115	115	0	.bII64	E	I		bII64	bII		64				M	0	0	-4, -5, -1		-5	-4
116	116	0	.bII	E	I		bII	bII						M	0	0	-5, -1, -4		-5	-5
116	116	1/4	.bvi	E	I		bvi	bvi						m	0	0	-4, -7, -3		-4	-4
117	117	0	.bII64	E	I		bII64	bII		64				M	0	0	-4, -5, -1		-5	-4
118	118	0	V7/bV	E	I		V7/bV	V		7		bV		Mm7	0	0	-5, -1, -4, -7		-5	-5
118	118	1/4	.bvi	E	I		bvi	bvi						m	0	0	-4, -7, -3		-4	-4
119	119	0	V7/bV	E	I		V7/bV	V		7		bV		Mm7	0	0	-5, -1, -4, -7		-5	-5
120	120	3/8	V43/bV	E	I		V43/bV	V		43		bV		Mm7	0	0	-4, -7, -5, -1		-5	-4
121	121	0	V43	E	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
122	122	3/8	V7	E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
123	123	0	I[I}{	E	I	I	I	I					}{	M	0	0	0, 4, 1		0	0
124	124	0	ii6(+4)	E	I	I	ii6(+4)	ii		6	+4			m	0	0	-1, 3, 2	1	2	-1
125	125	0	V7(96)]	E	I	I	V7(96)	V		7	96			Mm7	0	0	1, 5, 4, -1	3	1	1
126	126	0	.bVII[bVII	E	I	bVII	bVII	bVII						M	0	0	-2, 2, -1		-2	-2
128	128	0	i6(+4)	E	I	bVII	i6(+4)	i		6	+4			m	0	0	-3, 1, 0	-1	0	-3
129	129	0	V7(96)/bVII]	E	I	bVII	V7(96)/bVII	V		7	96	bVII		Mm7	0	0	-1, 3, 2, -3	1	-1	-1
130	130	0	.bVI	E	I		bVI	bVI						M	0	0	-4, 0, -3		-4	-4
131	131	0	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
132	132	0	.bVI	E	I		bVI	bVI						M	0	0	-4, 0, -3		-4	-4
133	133	0	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
134	134	0	.bVI	E	I		bVI	bVI						M	0	0	-4, 0, -3		-4	-4
134	134	1/4	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
135	135	0	.bVI	E	I		bVI	bVI						M	0	0	-4, 0, -3		-4	-4
135	135	1/4	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
136	136	0	.bVI	E	I		bVI	bVI						M	0	0	-4, 0, -3		-4	-4
136	136	1/4	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
137	137	0	IVM2	E	I		IVM2	IV	M	2				MM7	0	0	4, -1, 3, 0		-1	4
137	137	1/4	ii7	E	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
138	138	0	I}	E	I		I	I					}	M	0	0	0, 4, 1		0	0
143	143	0	I64	E	I		I64	I		64				M	0	0	1, 0, 4		0	1
149	149	1/8	V7	E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
150	150	1/8	I	E	I		I	I						M	0	0	0, 4, 1		0	0
